ID	Text	Label	Explanation
199	"Catherine, John,

I just received this from Panda regarding their project company structure.  
---------------------- Forwarded by Stephen Thome/HOU/ECT on 03/06/2001 11:31 
AM ---------------------------


""Lori Holt"" <LoriH@pandaenergy.com> on 03/06/2001 11:04:12 AM
To: <Stephen.thome@enron.com>
cc: ""Jimmy Teringo"" <JimmyT.Dallas.Panda@pandaenergy.com> 
Subject: Turbines


Steve,
I was correct in my assumptions.  Each turbine should go into four different 
LP's.  Panda West Power I, L.P., Panda West Power II, L.P., Panda West 
PowerIII, L.P. and Panda West Power IV, L.P.  Please advise if you have any 
additional questions.
Regards,
Lori"	SENSITIVE	This email contains proprietary business information about Panda's project company structure, including the names of specific LPs, which could be considered confidential and should not be publicly disclosed.
200	"1.   don't know.  some industrial shutdown is not gas price dependent.  some will not come back at the same prices it went off.  residential conservation i think is underestimated and has a severe lag effect that will not come back as prices fall.  as far as switching i dont think #2 is the floor some people think it is.  maybe #6 is the floor.
2.  you know my outlook for xh,  with slightly above normal weather jan goes out at 2.75 and that is not constrained by a #6 floor.  next jv, too far away to really run the numbers but think natty reestablishes itself as a $2.50-3.50 commodity.  
3. the obvious
4. yes.  believe if we end at 2.6 in the ground, the current nymex forward curve may be fairly priced.  my belief is that at the current prices we will end up with much more than 2.6 and that $5 is not value if we have 2.8 in the ground and gaining y on y.  circular argument that leads to my belief that prices must fall.
5.  not necessarily.  will loss of demand with normal weather cancel the fact that there will be much less demand destruction.  probably.


From:	Jennifer Fraser/ENRON@enronXgate on 04/22/2001 05:54 PM
To:	John Arnold/HOU/ECT@ECT
cc:	 
Subject:	Understanding the natural view

 
1- The above spreadsheet looks at HO-NG seasonally. It gives perspective on 'normal relationships'. 

Things I need to clarify about your ng view
1- As gas plummets are you assuming that it regains all demand (industrial shutdowns and fuel switchers)?
2-What is your outlook for Nov-Mar 01 and Ap-oct 02
3- How does your view change with a normal, cold or warm winter ?
4- Is your view predicated on getting to 2.6  is easy and that world did not end this past winter a storage level of 2.6?
5- Do you believe that we will need to price some demand out again this winter?


Thanks"	SENSITIVE	This email contains discussions about natural gas prices, demand, and storage levels, which are proprietary business information and could potentially affect market prices and trading decisions.
201	"The Estate files also will need to be upgraded as the database name is being changed from ermt to estermtp.  The ermt database will no
longer exist on Monday.

 -----Original Message-----
From: 	Love, Phillip M.  
Sent:	Wednesday, January 09, 2002 3:11 PM
To:	Severson, Russ
Subject:	RE: TDS Curve File Upgrades

I have set up the new basis curves for West and the are based off the old curves, so they are in the old format.  They are located in the Netco Directory under west/curves/CA BASIS NEW and WEST BASIS NEW.  I am still working on GDY and Phy/GD.  The Phy/GD is in the new format and will be located in the same directory as the above, with the title West phys curves.  GDY will be in the same location as filename West GDY and it is also in the new format.  The phys/GD file will be complete tomorrow and the GDY will be done today.
PL
 

 -----Original Message-----
From: 	Severson, Russ  
Sent:	Wednesday, January 09, 2002 3:04 PM
To:	Keiser, Kam; Love, Phillip M.; Winfree, O'Neal D.; Palmer, B. Scott
Cc:	Gossett, Jeffrey C.
Subject:	TDS Curve File Upgrades

Due to changes to the database relative to the change to ""Netco"", the curve files will need to be upgraded.  The majority of the files
will be able to be upgraded by each individual with a minimal of effort.  Older files will take extra effort.  Can you have your people 
identify how many old files we have.  The old files can be identified by looking at the ""Publish"" tab in the Admin box located at F2:G3.

The old files will only have the button  (Reset Rows/Columns)

The new files will have 3 buttons   (Reset Rows/Columns)
                                                  (Load Modules)(Re Init)


Knowing which files still have the old format will help the IT group plan for this migration.
If you could have your people check and get back to me as soon as possible, I would appreciate it.

Thanks
Russ"	SENSITIVE	The email contains references to database changes, file upgrades, and IT migration planning, which are all related to proprietary business information and should not be publicly disclosed.
202	"Thanks for your help yesterday.  Sorry about the quick turnaround.




	Leslie Hansen
	12/14/2000 12:28 PM
		 
		 To: Gerald Nemec/HOU/ECT@ECT
		 cc: 
		 Subject: ECSC - Market Energy Price language

Gerald:

Attached please find my proposed revisions to the Transaction Agreement for 
the ECS/EES transaction to address the Market Energy Price calculation.  
Sorry it took me a little longer than I anticipated.

Give me a call if you have any questions.

Leslie"	NOT SENSITIVE	
203	"Good Morning Mike!

The next issue of our newsletter is in the works, with a planned distribution 
set for late June. Mark Frevert has requested that the Executive Letter be 
rotated among the presidents of EWS. This is the inside cover message and 
should be 300+ words. I hope that you will be able to squeeze this into your 
busy schedule.

Here is a suggested outline.  If you want to fill in the outline with 
information, I will be happy to turn it into a letter for you.

 I.  An overview of EWS/EGM as we move forward.

 II. A short-term retrospective about EGM activities and successes

           III. Future plans/initiatives for EGM
     (strategic vision of the group, opportunities, expectations, etc.) 

Please feel free to modify as you see fit.  I have attached Greg Whalley's 
letter from our last issue to give you an idea of the format. Let me know if 
there is anything I can do to help you.  I need your letter by June 15, if 
possible.

 
Hope to hear from you soon.

Kathie Grabstald
ENA Public Relations
x 3-9610"	NOT SENSITIVE	
204	"Arco has surfaced again.  They are looking at buying a fixed price for term. 
I will be out for a few days.  Kim Ward will be handling this transaction in 
my abscence.  Her extension is x3826.  I am assuming that we can use the 
short form of ISDA we used previously.  I am assuming we are OK on credit for 
up to 1 year.  If longer wie will double check with Tracy.  Please contact me 
and let me now if this is OK.

Chris"	SENSITIVE	This text contains subtle sensitive information related to business transactions, including discussions about buying a fixed price for a term, handling transactions in someone's absence, using a specific form (ISDA), and checking on credit for a certain period. These details could potentially reveal proprietary business information and financial transactions.
205	"Hi boy, How are you?

I thing Mexico are better than USA.

Let me call you

-----Original Message-----
From: John.Griffith@enron.com [mailto:John.Griffith@enron.com]
Sent: Wednesday, February 28, 2001 12:16 PM
To: Antonio Paez
Subject: Re: Hi!!!!!



---------------------- Forwarded by John Griffith/Corp/Enron on 02/28/2001
11:13 AM ---------------------------


John Griffith
02/28/2001 11:15 AM

To:   ""Antonio Paez"" <paez1000@hotmail.com>
cc:

Subject:  Re: Hi!!!!!  (Document link: John Griffith)

Tony,

Whats up?  Hey I think that Mexico is playing US tomorrow in Ohio for the
World Cup qualifying.  Is Mexico any good?  Should we wager on the match?
Hope things are going well with you.  Talk to you soon.

My work number is (713) 853-6247 if you want to call me anytime.  I got a
promotion.  I am now trading Natural Gas Options.  We trade them over the
internet also.  We have a website (Enron Online) that we make markets on
many different commodities and we just started making option markets in
natural gas a couple of months ago.  I am helping with this.

Tell your family hi and have a great day.

John"	SENSITIVE	This message contains personal and professional information, including the sender's work number, promotion, and details about Enron's trading activities, which could be considered proprietary business information. Additionally, it includes the recipient's personal email address, which should not be publicly disclosed.
206	"Bill and Pat -

Attached is a revised scope of work for the Lost Creek SCADA project.  I 
believe that I captured all of the points we discussed on the phone 
yesterday.  Regarding the RTU installation at CIG/WIC, Lost Creek must have a 
separate building for our RTU and radio.  Please let me know if there are any 
further changes needed to the document.

 

Regards,
Chris Sonneborn
ENA Upstream Services
Facility Planning"	NOT SENSITIVE	
207	"Yeah, I think I left a bunch of shit in those cupboards that night.  I miss 
that apartment to because it was so nice however, I love where I live now.  I 
never leave downtown anymore.   I only go out to places downtown pretty much 
and I don't have to drive if I want to go out for a few drinks.  I love 
northwest.  So how is it working out with the Kim thing.  Are you going to 
move out soon?  
As far as working nights goes the first night went fine and I was not even 
tired.  I am working tonight and Saturday night also.  I have next weekend 
off which will be nice.  Once I am up to speed I wont have to work nights. i 
will be working half the time nights and half the time days, so that will be 
a little better.  And it will be awesome to have a six day break once a 
month.  Not to mention the 10% raise!  Anyway have a great weekend.  Hey and 
if you are interested in grabbing lunch on Monday or a drink after work I 
have the day off.  Give me a call if you are interested. Otherwise I will 
catch up to ya later!"	NOT SENSITIVE	
208	"----> Mission Possible! Can you guess what it is? From Send4fun!

There You Are!
http://www.send4fun.com/thereyouare.htm
<a href=""http://www.send4fun.com/thereyouare.htm"">
There You Are!</a>

Visit CoolSavings and Save big with Grocery Coupons, Store Coupons, Online Coupons and FREE STUFF!  Did we mention it's FREE?  Click here!
http://www.flowgo.com/page.cfm?a=10564
<A HREF=""http://www.flowgo.com/page.cfm?a=10564"">AOL Link</A>


Mission Possible
http://www.send4fun.com/possible.htm
<a href=""http://www.send4fun.com/possible.htm"">
Mission Possible</a>

The ABC's of Friendship
http://www.send4fun.com/abc.htm
<a href=""http://www.send4fun.com/abc.htm"">
The ABC's of Friendship</a>

Harry Potter 3 Poster Set. Only $9.95. Click here for details.
http://www.flowgo.com/page.cfm?a=10565
<A HREF=""http://www.flowgo.com/page.cfm?a=10565"">AOL Link</A>

If I could catch a Rainbow
http://www.send4fun.com/rainbow.htm
<a href=""http://www.send4fun.com/rainbow.htm"">
If I could catch a Rainbow</a>

We met on the Internet
http://www.send4fun.com/metoninternet.htm
<a href=""http://www.send4fun.com/metoninternet.htm"">
We met on the Internet</a>

USA Gold Credit Card-- Guaranteed Instant Online Approval! $5000 unsecured gold credit line, no credit checks, no employment verifications... and more!
http://www.flowgo.com/page.cfm?a=10566
<A HREF=""http://www.flowgo.com/page.cfm?a=10566"">AOL Link</A>

Have a Fantastic Day!
--------------



Send 4 Fun is a FlowGo newsletter.  For more information on FlowGo or to unsubscribe from Send 4 Fun follow the links below:

FlowGo
http://www.flowgo.com/

Privacy Policy
http://flowgo.com/privacy.html

Unsubscribe

http://www.flowgo.com/unsub.cfm?sid=2746140&u=-10401&l=13&m=11567

<a href=""http://www.flowgo.com/unsub.cfm?sid=2746140&u=-10401&l=13&m=11567"">Unsubscribe</a>"	NOT SENSITIVE	
209	"Hi Jana,

Let's make it dependent on the movie theater and choose a
restaurant nearby.
My treat.


Vince





Jlpnymex@aol.com on 05/11/2000 10:08:08 AM
To: Vince.J.Kaminski@enron.com
cc:  
Subject: Re: offuce


Vince,
That sounds good.  I hope you have a good trip to NY.  Let me know if you
need any restaurant suggestions.  I went to some good ones last week.

Jana"	NOT SENSITIVE	
210	"Could one of you please take a look at the red-lined language in the attachment and let me know if it is ok to approve it.  Thanks!

 -----Original Message-----
From: 	Meredith, Kevin  
Sent:	Friday, June 29, 2001 3:17 PM
To:	Taylor, Mark E (Legal)
Cc:	Lozano, Melba; Cass, Robert B.; Walker, Chris
Subject:	FW: NYPP Description

Mark,

Please review the attached description for a location to be added to the US Pwr Fin Swap (Weather Desk) and make the changes you feel necessary.  I will be building a location in TEST in order to test the bridging of the new location.  If you feel we need to meet to discuss this, please let me know and I will set an appointment with you.

Thank you.
Kevin

 -----Original Message-----
From: 	Ribeiro, Claudio  
Sent:	Thursday, June 28, 2001 11:09 AM
To:	Meredith, Kevin
Cc:	Berryman, Kyle
Subject:	NYPP Description

Kevin,

I send you the proposal to the short description for the NYPP (NYISO) product.

Thanks,

Claudio"	SENSITIVE	The email contains proprietary business information related to a location description for a US Power Financial Swap (Weather Desk), which should not be publicly disclosed. Additionally, it mentions setting up a test location and the potential need for a meeting to discuss the matter, which implies access to confidential business operations.
